,name,sentiment,node,degree,degree centrality,betweenness centrality,closeness centrality
53,negative_all.gml,negative,WHO,2,0.00128040973111,0.0,0.0014404609475
54,negative_all.gml,negative,Church of Vaccines,2,0.00128040973111,0.0,0.00128040973111
55,negative_all.gml,negative,Vaccine Adverse Event Reporting System,1,0.000640204865557,0.0,0.000640204865557
56,negative_all.gml,negative,Iraq war,1,0.000640204865557,0.0,0.000640204865557
57,negative_all.gml,negative,blood-transmitted disease,1,0.000640204865557,0.0,0.0
58,negative_all.gml,negative,right to informed consent,2,0.00128040973111,0.0,0.00261416986769
59,negative_all.gml,negative,worldwide measles death rates,1,0.000640204865557,0.0,0.000640204865557
60,negative_all.gml,negative,MTHFR C677T enzyme defects,5,0.00320102432778,0.000136571569654,0.000640204865557
61,negative_all.gml,negative,mentally-challenged status,2,0.00128040973111,0.0,0.0
62,negative_all.gml,negative,vaccine story,8,0.00512163892446,0.000691893377727,0.00288092189501
63,negative_all.gml,negative,vaccine court,12,0.00768245838668,0.00170119781059,0.00660421861311
64,negative_all.gml,negative,Pandemrix victims,3,0.00192061459667,2.46074900278e-06,0.0014404609475
65,negative_all.gml,negative,secret gathering,1,0.000640204865557,0.0,0.0
66,negative_all.gml,negative,15 doses of seven vaccines,1,0.000640204865557,0.0,0.0
67,negative_all.gml,negative,sucrose,1,0.000640204865557,0.0,0.0
68,negative_all.gml,negative,poor access to nutritious food,1,0.000640204865557,0.0,0.0
69,negative_all.gml,negative,revenues,1,0.000640204865557,0.0,0.0
70,negative_all.gml,negative,stand up and fight,2,0.00128040973111,0.000255507771455,0.0481367830809
71,negative_all.gml,negative,medical science,2,0.00128040973111,0.000159743622764,0.0822873817961
72,negative_all.gml,negative,safety of simultaneous vaccinations,1,0.000640204865557,0.0,0.0
73,negative_all.gml,negative,initiatives that helped the poor,1,0.000640204865557,0.0,0.0
74,negative_all.gml,negative,black children,2,0.00128040973111,0.000132060196483,0.000640204865557
75,negative_all.gml,negative,vaccine injury lawsuits,2,0.00128040973111,0.0,0.0014404609475
76,negative_all.gml,negative,Washington Post,3,0.00192061459667,0.000109255287953,0.087558977777
77,negative_all.gml,negative,recent increase of autism,1,0.000640204865557,0.0,0.000640204865557
78,negative_all.gml,negative,polio,1,0.000640204865557,0.0,0.000640204865557
79,negative_all.gml,negative,medical treatment,1,0.000640204865557,0.0,0.0
80,negative_all.gml,negative,travel,1,0.000640204865557,0.0,0.0
81,negative_all.gml,negative,real story on vaccines and autism,1,0.000640204865557,0.0,0.0
82,negative_all.gml,negative,toxic,2,0.00128040973111,0.0,0.0
83,negative_all.gml,negative,human beings,1,0.000640204865557,0.0,0.0
84,negative_all.gml,negative,widespread,2,0.00128040973111,0.0,0.0
85,negative_all.gml,negative,truthful,1,0.000640204865557,0.0,0.0
86,negative_all.gml,negative,loss of language,1,0.000640204865557,0.0,0.0
87,negative_all.gml,negative,fever,3,0.00192061459667,0.0,0.0
88,negative_all.gml,negative,arthritis,2,0.00128040973111,0.0,0.0
89,negative_all.gml,negative,more health,2,0.00128040973111,0.0,0.0
90,negative_all.gml,negative,law,2,0.00128040973111,0.0,0.0
91,negative_all.gml,negative,newborn boys,2,0.00128040973111,0.000130419697147,0.000640204865557
92,negative_all.gml,negative,federal level,1,0.000640204865557,0.0,0.0
93,negative_all.gml,negative,medical license,1,0.000640204865557,0.0,0.0
94,negative_all.gml,negative,effective,4,0.00256081946223,0.0,0.0
95,negative_all.gml,negative,cigarettes,2,0.00128040973111,0.0,0.0
96,negative_all.gml,negative,safety concerns,1,0.000640204865557,0.0,0.0
97,negative_all.gml,negative,non-medical legal exemptions to vaccination,6,0.00384122919334,0.000792361178896,0.00329248216572
98,negative_all.gml,negative,Nichole Rolfe,18,0.01152368758,2.37872403602e-05,0.0601482223033
99,negative_all.gml,negative,Mexican descent,1,0.000640204865557,0.0,0.000853606487409
100,negative_all.gml,negative,senators,1,0.000640204865557,0.0,0.000640204865557
101,negative_all.gml,negative,inflammatory adjuvant,1,0.000640204865557,0.0,0.0
102,negative_all.gml,negative,trace levels of mercury,2,0.00128040973111,0.0,0.0426338993896
103,negative_all.gml,negative,more severe autism,1,0.000640204865557,0.0,0.0682643061164
104,negative_all.gml,negative,unfair market practices,2,0.00128040973111,0.000132470321316,0.000640204865557
105,negative_all.gml,negative,California government,7,0.0044814340589,0.000525971428517,0.0659438283296
106,negative_all.gml,negative,get lost,1,0.000640204865557,0.0,0.0
107,negative_all.gml,negative,first-world nations,3,0.00192061459667,8.20249667594e-07,0.0686467267659
108,negative_all.gml,negative,folate,1,0.000640204865557,0.0,0.0
109,negative_all.gml,negative,biological and military programs,1,0.000640204865557,0.0,0.0
110,negative_all.gml,negative,GlaxoSmithKline,2,0.00128040973111,0.000132060196483,0.000640204865557
111,negative_all.gml,negative,hidden,1,0.000640204865557,0.0,0.0
112,negative_all.gml,negative,Freedom of Information Act,1,0.000640204865557,0.0,0.000640204865557
113,negative_all.gml,negative,low-level mercury poisoning,1,0.000640204865557,0.0,0.000640204865557
114,negative_all.gml,negative,diseases,2,0.00128040973111,0.000660300982413,0.00177834684877
115,negative_all.gml,negative,litigious,2,0.00128040973111,0.0,0.0
116,negative_all.gml,negative,safe,6,0.00384122919334,0.0,0.0
117,negative_all.gml,negative,intimidation,1,0.000640204865557,0.0,0.00152519394442
118,negative_all.gml,negative,MRC-5 cells,2,0.00128040973111,8.20249667594e-07,0.000853606487409
119,negative_all.gml,negative,Merck,15,0.00960307298335,0.000543005279947,0.0736586876086
120,negative_all.gml,negative,California's vaccine violence,1,0.000640204865557,0.0,0.0714028949034
121,negative_all.gml,negative,schools,1,0.000640204865557,0.0,0.0
122,negative_all.gml,negative,cellular degeneration,1,0.000640204865557,0.0,0.0
123,negative_all.gml,negative,loss of consciousness,2,0.00128040973111,4.92149800556e-06,0.000853606487409
124,negative_all.gml,negative,genetically engineered human protein,2,0.00128040973111,0.000132060196483,0.000640204865557
125,negative_all.gml,negative,pharmaceutical industry,8,0.00512163892446,7.38224700834e-06,0.00384122919334
126,negative_all.gml,negative,pharma-controlled,1,0.000640204865557,0.0,0.0
127,negative_all.gml,negative,children with vaccine injuries,3,0.00192061459667,0.0,0.00204865556978
128,negative_all.gml,negative,childhood vaccinations,1,0.000640204865557,0.0,0.0
129,negative_all.gml,negative,toxic load,1,0.000640204865557,0.0,0.0
130,negative_all.gml,negative,media stories,3,0.00192061459667,0.0,0.0588008524825
131,negative_all.gml,negative,encephalitis,1,0.000640204865557,0.0,0.0
132,negative_all.gml,negative,vaccine manufacturers,11,0.00704225352113,0.00274124708159,0.0667974701203
133,negative_all.gml,negative,mandates,2,0.00128040973111,0.000132060196483,0.000640204865557
134,negative_all.gml,negative,cancer patients,2,0.00128040973111,0.0,0.0
135,negative_all.gml,negative,dangerous medical intervention,1,0.000640204865557,0.0,0.0
136,negative_all.gml,negative,actual number measles cases,1,0.000640204865557,0.0,0.0
137,negative_all.gml,negative,questionable ethical practices,1,0.000640204865557,0.0,0.00241307987787
138,negative_all.gml,negative,safety,3,0.00192061459667,0.00104947824647,0.0568998436035
139,negative_all.gml,negative,to vaccinate children,1,0.000640204865557,0.0,0.0
140,negative_all.gml,negative,refusal of medical care,1,0.000640204865557,0.0,0.00152519394442
141,negative_all.gml,negative,permanent injury,1,0.000640204865557,0.0,0.0
142,negative_all.gml,negative,vaccine risks,1,0.000640204865557,0.0,0.0
143,negative_all.gml,negative,measles recovery period,1,0.000640204865557,0.0,0.0
144,negative_all.gml,negative,rational scientist,5,0.00320102432778,0.0,0.0642640911913
145,negative_all.gml,negative,revisionist history purge,1,0.000640204865557,0.0,0.0
146,negative_all.gml,negative,USDA food donations,4,0.00256081946223,0.000256328021123,0.0631834324427
147,negative_all.gml,negative,mandatory vaccination law,1,0.000640204865557,0.0,0.0
148,negative_all.gml,negative,MRC-5,1,0.000640204865557,0.0,0.000640204865557
149,negative_all.gml,negative,regional lymphadenopathy,1,0.000640204865557,0.0,0.0
150,negative_all.gml,negative,deliberate release of pathogens,1,0.000640204865557,0.0,0.0
151,negative_all.gml,negative,medical genocide,2,0.00128040973111,4.10124833797e-07,0.000640204865557
152,negative_all.gml,negative,information about vaccines,1,0.000640204865557,0.0,0.0
153,negative_all.gml,negative,vaccine agenda,3,0.00192061459667,0.0,0.0644179280808
154,negative_all.gml,negative,vaccinating children,1,0.000640204865557,0.0,0.0
155,negative_all.gml,negative,children of California,1,0.000640204865557,0.0,0.0
156,negative_all.gml,negative,AIDS,1,0.000640204865557,0.0,0.0
157,negative_all.gml,negative,elderly people,3,0.00192061459667,0.000764882815031,0.0490854179957
158,negative_all.gml,negative,political weapon,1,0.000640204865557,0.0,0.0
159,negative_all.gml,negative,Congress,3,0.00192061459667,0.0,0.0575838322317
160,negative_all.gml,negative,lawsuits,2,0.00128040973111,0.0,0.0
161,negative_all.gml,negative,quack science section,1,0.000640204865557,0.0,0.0
162,negative_all.gml,negative,top health officials,1,0.000640204865557,0.0,0.0641575198202
163,negative_all.gml,negative,Big Tobacco,2,0.00128040973111,0.0,0.0864887136317
164,negative_all.gml,negative,immunization schedule,1,0.000640204865557,0.0,0.0
165,negative_all.gml,negative,exposures,2,0.00128040973111,0.0,0.0596792936871
166,negative_all.gml,negative,CDC officials,5,0.00320102432778,0.0,0.065090630497
167,negative_all.gml,negative,Italian descent,1,0.000640204865557,0.0,0.000853606487409
168,negative_all.gml,negative,thimerosal-neurodevelopmental disorders link,1,0.000640204865557,0.0,0.0
169,negative_all.gml,negative,Connie Smith,2,0.00128040973111,0.0,0.00128040973111
170,negative_all.gml,negative,injected,2,0.00128040973111,0.0,0.0
171,negative_all.gml,negative,monster under the bed,1,0.000640204865557,0.0,0.0
172,negative_all.gml,negative,human muscle tissue,1,0.000640204865557,0.0,0.0
173,negative_all.gml,negative,target,1,0.000640204865557,0.0,0.0
174,negative_all.gml,negative,Paul Offit,1,0.000640204865557,0.0,0.0549578980539
175,negative_all.gml,negative,pneumonia,2,0.00128040973111,0.0,0.0
176,negative_all.gml,negative,high risk of speech disorder,2,0.00128040973111,1.36708277932e-07,0.000640204865557
177,negative_all.gml,negative,guilt,1,0.000640204865557,0.0,0.0
178,negative_all.gml,negative,vaccine companies,4,0.00256081946223,0.0,0.00256081946223
179,negative_all.gml,negative,iron,1,0.000640204865557,0.0,0.0
180,negative_all.gml,negative,sellout editors,2,0.00128040973111,0.000138536617992,0.051838639432
181,negative_all.gml,negative,spectrum,1,0.000640204865557,0.0,0.0
182,negative_all.gml,negative,wander off,1,0.000640204865557,0.0,0.0
183,negative_all.gml,negative,MMR vaccine,2,0.00128040973111,0.0,0.0595024124195
184,negative_all.gml,negative,biological warfare program,3,0.00192061459667,8.20249667594e-07,0.000640204865557
185,negative_all.gml,negative,vaccine injury denialism,3,0.00192061459667,0.000264120392965,0.00128040973111
186,negative_all.gml,negative,highest vaccine rates,1,0.000640204865557,0.0,0.0
187,negative_all.gml,negative,defective vaccines,2,0.00128040973111,0.0,0.0
188,negative_all.gml,negative,unvaccinated,1,0.000640204865557,0.0,0.0
189,negative_all.gml,negative,multi-dose vaccines,2,0.00128040973111,4.10124833797e-07,0.000640204865557
190,negative_all.gml,negative,adverse events,2,0.00128040973111,0.0,0.0
191,negative_all.gml,negative,people you know,1,0.000640204865557,0.0,0.0
192,negative_all.gml,negative,pro-vaccine,3,0.00192061459667,0.0,0.0
193,negative_all.gml,negative,neurological damage,4,0.00256081946223,0.00207208001879,0.0672874271139
194,negative_all.gml,negative,young adults,1,0.000640204865557,0.0,0.0
195,negative_all.gml,negative,vaccine-damaged child,1,0.000640204865557,0.0,0.0
196,negative_all.gml,negative,MTHFR C677T defect,4,0.00256081946223,0.0,0.00256081946223
197,negative_all.gml,negative,formaldehyde,10,0.00640204865557,0.00128760464157,0.0697704279454
198,negative_all.gml,negative,glutathione levels,1,0.000640204865557,0.0,0.0
199,negative_all.gml,negative,vaccination ,1,0.000640204865557,0.0,0.000640204865557
200,negative_all.gml,negative,campaign of fear mongering,1,0.000640204865557,0.0,0.000853606487409
201,negative_all.gml,negative,vaccines harm no children at all,1,0.000640204865557,0.0,0.000640204865557
202,negative_all.gml,negative,aborted human fetus,1,0.000640204865557,0.0,0.0
203,negative_all.gml,negative,accepted rate,1,0.000640204865557,0.0,0.0595024124195
204,negative_all.gml,negative,marketing vaccines to children,2,0.00128040973111,0.0,0.000640204865557
205,negative_all.gml,negative,lemming society,5,0.00320102432778,3.28099867038e-06,0.00128040973111
206,negative_all.gml,negative,critical thinking,4,0.00256081946223,4.10124833797e-06,0.00128040973111
207,negative_all.gml,negative,vaccines with thimerosal,1,0.000640204865557,0.0,0.000640204865557
208,negative_all.gml,negative,national news headlines,1,0.000640204865557,0.0,0.000640204865557
209,negative_all.gml,negative,vaccine adverse event,1,0.000640204865557,0.0,0.0
210,negative_all.gml,negative,Peter Todd,3,0.00192061459667,2.05062416898e-06,0.00177834684877
211,negative_all.gml,negative,severe autism,1,0.000640204865557,0.0,0.0
212,negative_all.gml,negative,bacillus thuringiensis bacteria,1,0.000640204865557,0.0,0.000640204865557
213,negative_all.gml,negative,race effects,1,0.000640204865557,0.0,0.000640204865557
214,negative_all.gml,negative,vaccine decisions,1,0.000640204865557,0.0,0.0
215,negative_all.gml,negative,chest pain,2,0.00128040973111,0.0,0.0
216,negative_all.gml,negative,sodium phosphate dibasic,1,0.000640204865557,0.0,0.0
217,negative_all.gml,negative,influenza vaccine,3,0.00192061459667,0.000270207817284,0.00170721297482
218,negative_all.gml,negative,measles is deadly,1,0.000640204865557,0.0,0.0
219,negative_all.gml,negative,Gardasil injury claims information,1,0.000640204865557,0.0,0.000640204865557
220,negative_all.gml,negative,intellectual bullies,1,0.000640204865557,0.0,0.0
221,negative_all.gml,negative,parental choice,1,0.000640204865557,0.0,0.0
222,negative_all.gml,negative,mandatory Health Law,1,0.000640204865557,0.0,0.0
223,negative_all.gml,negative,cumulative effect of vaccines,1,0.000640204865557,0.0,0.000640204865557
224,negative_all.gml,negative,Pharmaceutical companies,1,0.000640204865557,0.0,0.000640204865557
225,negative_all.gml,negative,individual doctors,1,0.000640204865557,0.0,0.0
226,negative_all.gml,negative,blood serum of aborted baby cows,1,0.000640204865557,0.0,0.0
227,negative_all.gml,negative,health problems,1,0.000640204865557,0.0,0.0
228,negative_all.gml,negative,cataplexy,4,0.00256081946223,0.000309205110024,0.0627845422576
229,negative_all.gml,negative,elopement,1,0.000640204865557,0.0,0.0
230,negative_all.gml,negative,vaccine refusal,2,0.00128040973111,0.0,0.00160051216389
231,negative_all.gml,negative,swine flu,1,0.000640204865557,0.0,0.0
232,negative_all.gml,negative,encephalopathy,7,0.0044814340589,0.00152320363272,0.0594396494375
233,negative_all.gml,negative,permanent neurological injury,1,0.000640204865557,0.0,0.0
234,negative_all.gml,negative,powerful lobbying,3,0.00192061459667,0.00107452706455,0.00502421644491
235,negative_all.gml,negative,Flinstones,1,0.000640204865557,0.0,0.04804611443
236,negative_all.gml,negative,ignorance of scientific facts,2,0.00128040973111,0.0,0.0
237,negative_all.gml,negative,compensation,1,0.000640204865557,0.0,0.0
238,negative_all.gml,negative,self-insurance policy,1,0.000640204865557,0.0,0.0
239,negative_all.gml,negative,Baker College nursing school,1,0.000640204865557,0.0,0.0
240,negative_all.gml,negative,First do no harm,2,0.00128040973111,0.0,0.000640204865557
241,negative_all.gml,negative,Pandemrix-narcolepsy link,1,0.000640204865557,0.0,0.0
242,negative_all.gml,negative,CDC website,6,0.00384122919334,0.000378271805039,0.0599721596141
243,negative_all.gml,negative,U.S. public,2,0.00128040973111,4.10124833797e-07,0.000640204865557
244,negative_all.gml,negative,vaccine ingredient,1,0.000640204865557,0.0,0.0
245,negative_all.gml,negative,flu shot toxins,1,0.000640204865557,0.0,0.000640204865557
246,negative_all.gml,negative,big Pharma,3,0.00192061459667,8.20249667594e-07,0.00128040973111
247,negative_all.gml,negative,statistically acceptable collateral damage,2,0.00128040973111,0.000255917896289,0.0458404578395
248,negative_all.gml,negative,New Jersey law,1,0.000640204865557,0.0,0.0544280370592
249,negative_all.gml,negative,Matthew Downing,6,0.00384122919334,0.000255507771455,0.0795406540303
250,negative_all.gml,negative,vaccine safety concerns,1,0.000640204865557,0.0,0.0
251,negative_all.gml,negative,VAERS,1,0.000640204865557,0.0,0.000640204865557
252,negative_all.gml,negative,logic,1,0.000640204865557,0.0,0.0
253,negative_all.gml,negative,healthier children,1,0.000640204865557,0.0,0.0
254,negative_all.gml,negative,death from murder,1,0.000640204865557,0.0,0.000640204865557
255,negative_all.gml,negative,poor access to clean water,1,0.000640204865557,0.0,0.0
256,negative_all.gml,negative,informed consent rights,2,0.00128040973111,4.10124833797e-07,0.000640204865557
257,negative_all.gml,negative,vaccine messages,1,0.000640204865557,0.0,0.000960307298335
258,negative_all.gml,negative,uninformed consent,5,0.00320102432778,1.64049933519e-06,0.00256081946223
259,negative_all.gml,negative,vaccine successes,1,0.000640204865557,0.0,0.000640204865557
260,negative_all.gml,negative,trust,1,0.000640204865557,0.0,0.0
261,negative_all.gml,negative,vaccine science,2,0.00128040973111,0.000132060196483,0.000640204865557
262,negative_all.gml,negative,AIDS virus,1,0.000640204865557,0.0,0.0
263,negative_all.gml,negative,behavior changes,7,0.0044814340589,4.71643558866e-06,0.00419043184728
264,negative_all.gml,negative,trigger,1,0.000640204865557,0.0,0.0
265,negative_all.gml,negative,H1N1 swine flu vaccine,1,0.000640204865557,0.0,0.000640204865557
266,negative_all.gml,negative,cranial nerve paralysis,1,0.000640204865557,0.0,0.0
267,negative_all.gml,negative,families,1,0.000640204865557,0.0,0.058781846742
268,negative_all.gml,negative,live viruses,1,0.000640204865557,0.0,0.0
269,negative_all.gml,negative,efficacy,1,0.000640204865557,0.0,0.0
270,negative_all.gml,negative,drugs,1,0.000640204865557,0.0,0.0
271,negative_all.gml,negative,immune-system disruptor,1,0.000640204865557,0.0,0.0
272,negative_all.gml,negative,child,8,0.00512163892446,0.00179344172112,0.0474219833824
273,negative_all.gml,negative,censored,1,0.000640204865557,0.0,0.0
274,negative_all.gml,negative,public health system,1,0.000640204865557,0.0,0.0
275,negative_all.gml,negative,vaccinating,1,0.000640204865557,0.0,0.0
276,negative_all.gml,negative,autism cases,3,0.00192061459667,0.000255507771455,0.0577730932955
277,negative_all.gml,negative,mistake,2,0.00128040973111,0.0,0.000640204865557
278,negative_all.gml,negative,hepatitis B risk factors,2,0.00128040973111,0.0,0.00128040973111
279,negative_all.gml,negative,initiatives that helped minorities,1,0.000640204865557,0.0,0.0
280,negative_all.gml,negative,unable to do their jobs,1,0.000640204865557,0.0,0.0
281,negative_all.gml,negative,hepatitis B vaccination,2,0.00128040973111,0.0,0.00128040973111
282,negative_all.gml,negative,ACIP's rotavirus use recommendation,1,0.000640204865557,0.0,0.0
283,negative_all.gml,negative,experts,1,0.000640204865557,0.0,0.000640204865557
284,negative_all.gml,negative,immune system,3,0.00192061459667,0.000501582671734,0.0680827430473
285,negative_all.gml,negative,death from congenital disease,1,0.000640204865557,0.0,0.000640204865557
286,negative_all.gml,negative,smallpox vaccine,1,0.000640204865557,0.0,0.0
287,negative_all.gml,negative,vaccine reactions,1,0.000640204865557,0.0,0.0
288,negative_all.gml,negative,babies,3,0.00192061459667,6.15187250695e-06,0.001152368758
289,negative_all.gml,negative,mercury additive,2,0.00128040973111,0.000132060196483,0.000853606487409
290,negative_all.gml,negative,more vaccination,4,0.00256081946223,0.0,0.00192061459667
291,negative_all.gml,negative,parents of vaccine-injured children,4,0.00256081946223,0.0,0.072741733131
292,negative_all.gml,negative,greater severity of autism,1,0.000640204865557,0.0,0.0
293,negative_all.gml,negative,pain and suffering,2,0.00128040973111,0.0,0.0
294,negative_all.gml,negative,30 year old car,1,0.000640204865557,0.0,0.0
295,negative_all.gml,negative,matter of national security,1,0.000640204865557,0.0,0.000640204865557
296,negative_all.gml,negative,immunocompromised children,2,0.00128040973111,4.10124833797e-07,0.000640204865557
297,negative_all.gml,negative,tune,1,0.000640204865557,0.0,0.0
298,negative_all.gml,negative,wrong vaccine,1,0.000640204865557,0.0,0.0
299,negative_all.gml,negative,mandatory doses,2,0.00128040973111,0.0,0.0
300,negative_all.gml,negative,emergency room visits,1,0.000640204865557,0.0,0.0
301,negative_all.gml,negative,Food and Drug Administration Modernization Act,2,0.00128040973111,0.000132060196483,0.000640204865557
302,negative_all.gml,negative,severe autism issues,1,0.000640204865557,0.0,0.000640204865557
303,negative_all.gml,negative,Bruesewitz v. Wyeth,2,0.00128040973111,4.10124833797e-07,0.000640204865557
304,negative_all.gml,negative,claims,1,0.000640204865557,0.0,0.0
305,negative_all.gml,negative,human rights,1,0.000640204865557,0.0,0.0
306,negative_all.gml,negative,mumps vaccine,4,0.00256081946223,0.0,0.0
307,negative_all.gml,negative,corporate-controlled science,1,0.000640204865557,0.0,0.0585076699467
308,negative_all.gml,negative,hallucinations,1,0.000640204865557,0.0,0.0
309,negative_all.gml,negative,facts,2,0.00128040973111,0.0,0.0
310,negative_all.gml,negative,human right,1,0.000640204865557,0.0,0.000640204865557
311,negative_all.gml,negative,dissenters,1,0.000640204865557,0.0,0.000640204865557
312,negative_all.gml,negative,syncope,1,0.000640204865557,0.0,0.0
313,negative_all.gml,negative,genetic screening,3,0.00192061459667,0.000132060196483,0.000640204865557
314,negative_all.gml,negative,obedient,1,0.000640204865557,0.0,0.0
315,negative_all.gml,negative,skin reactions,1,0.000640204865557,0.0,0.0
316,negative_all.gml,negative,poisoning children,2,0.00128040973111,0.0,0.056343270975
317,negative_all.gml,negative,humanity,1,0.000640204865557,0.0,0.0
318,negative_all.gml,negative,actual rates,1,0.000640204865557,0.0,0.0
319,negative_all.gml,negative,vaccines spread disease,1,0.000640204865557,0.0,0.0
320,negative_all.gml,negative,war propaganda,2,0.00128040973111,0.0,0.0
321,negative_all.gml,negative,vaccine apologists,4,0.00256081946223,0.0,0.0634237954877
322,negative_all.gml,negative,lymphoma,1,0.000640204865557,0.0,0.0
323,negative_all.gml,negative,precautionary measure,1,0.000640204865557,0.0,0.0
324,negative_all.gml,negative,denying responsibility,1,0.000640204865557,0.0,0.0
325,negative_all.gml,negative,human DNA,2,0.00128040973111,0.000132060196483,0.000640204865557
326,negative_all.gml,negative,William Thompson,1,0.000640204865557,0.0,0.000640204865557
327,negative_all.gml,negative,thimerosal-induced cellular damage,5,0.00320102432778,0.00052824078593,0.00256081946223
328,negative_all.gml,negative,government partnership with big Pharma,4,0.00256081946223,0.0,0.00266752027315
329,negative_all.gml,negative,infant boys,1,0.000640204865557,0.0,0.0
330,negative_all.gml,negative,preventable disease,1,0.000640204865557,0.0,0.0
331,negative_all.gml,negative,right,2,0.00128040973111,0.0,0.0482820859444
332,negative_all.gml,negative,people,18,0.01152368758,0.0,0.063663003868
333,negative_all.gml,negative,elderly,3,0.00192061459667,0.00136021318836,0.0646359653461
334,negative_all.gml,negative,harassment,7,0.0044814340589,0.000130419697147,0.0773482118029
335,negative_all.gml,negative,neomycin,1,0.000640204865557,0.0,0.0
336,negative_all.gml,negative,number of shots,1,0.000640204865557,0.0,0.0
337,negative_all.gml,negative,quality of life,1,0.000640204865557,0.0,0.0
338,negative_all.gml,negative,total quack science delusion,3,0.00192061459667,0.0,0.0
339,negative_all.gml,negative,everything,1,0.000640204865557,0.0,0.0
340,negative_all.gml,negative,staged domestic terrorism events,2,0.00128040973111,4.10124833797e-07,0.000640204865557
