name,sentiment,node,degree,degree centrality,betweenness centrality,closeness centrality
negative_all.gml,negative,measles is deadly,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Gardasil injury claims information,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,intellectual bullies,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,parental choice,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,mandatory Health Law,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,cumulative effect of vaccines,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,Pharmaceutical companies,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,individual doctors,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,blood serum of aborted baby cows,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,health problems,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,cataplexy,4,0.00256081946223,0.000309205110024,0.0627845422576
negative_all.gml,negative,elopement,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine refusal,2,0.00128040973111,0.0,0.00160051216389
negative_all.gml,negative,swine flu,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,encephalopathy,7,0.0044814340589,0.00152320363272,0.0594396494375
negative_all.gml,negative,permanent neurological injury,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,powerful lobbying,3,0.00192061459667,0.00107452706455,0.00502421644491
negative_all.gml,negative,Flinstones,1,0.000640204865557,0.0,0.04804611443
negative_all.gml,negative,ignorance of scientific facts,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,compensation,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,self-insurance policy,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Baker College nursing school,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,First do no harm,2,0.00128040973111,0.0,0.000640204865557
negative_all.gml,negative,Pandemrix-narcolepsy link,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,CDC website,6,0.00384122919334,0.000378271805039,0.0599721596141
negative_all.gml,negative,U.S. public,2,0.00128040973111,4.10124833797e-07,0.000640204865557
negative_all.gml,negative,vaccine ingredient,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,flu shot toxins,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,big Pharma,3,0.00192061459667,8.20249667594e-07,0.00128040973111
negative_all.gml,negative,statistically acceptable collateral damage,2,0.00128040973111,0.000255917896289,0.0458404578395
negative_all.gml,negative,New Jersey law,1,0.000640204865557,0.0,0.0544280370592
negative_all.gml,negative,Matthew Downing,6,0.00384122919334,0.000255507771455,0.0795406540303
negative_all.gml,negative,vaccine safety concerns,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,VAERS,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,logic,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,healthier children,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,death from murder,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,poor access to clean water,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,informed consent rights,2,0.00128040973111,4.10124833797e-07,0.000640204865557
negative_all.gml,negative,vaccine messages,1,0.000640204865557,0.0,0.000960307298335
negative_all.gml,negative,uninformed consent,5,0.00320102432778,1.64049933519e-06,0.00256081946223
negative_all.gml,negative,vaccine successes,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,trust,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine science,2,0.00128040973111,0.000132060196483,0.000640204865557
negative_all.gml,negative,AIDS virus,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,behavior changes,7,0.0044814340589,4.71643558866e-06,0.00419043184728
negative_all.gml,negative,trigger,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,H1N1 swine flu vaccine,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,cranial nerve paralysis,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,families,1,0.000640204865557,0.0,0.058781846742
negative_all.gml,negative,live viruses,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,efficacy,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,drugs,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,immune-system disruptor,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,child,8,0.00512163892446,0.00179344172112,0.0474219833824
negative_all.gml,negative,censored,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,public health system,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccinating,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,autism cases,3,0.00192061459667,0.000255507771455,0.0577730932955
negative_all.gml,negative,mistake,2,0.00128040973111,0.0,0.000640204865557
negative_all.gml,negative,hepatitis B risk factors,2,0.00128040973111,0.0,0.00128040973111
negative_all.gml,negative,initiatives that helped minorities,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,unable to do their jobs,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,hepatitis B vaccination,2,0.00128040973111,0.0,0.00128040973111
negative_all.gml,negative,ACIP's rotavirus use recommendation,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,experts,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,immune system,3,0.00192061459667,0.000501582671734,0.0680827430473
negative_all.gml,negative,death from congenital disease,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,smallpox vaccine,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine reactions,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,babies,3,0.00192061459667,6.15187250695e-06,0.001152368758
negative_all.gml,negative,mercury additive,2,0.00128040973111,0.000132060196483,0.000853606487409
negative_all.gml,negative,more vaccination,4,0.00256081946223,0.0,0.00192061459667
negative_all.gml,negative,parents of vaccine-injured children,4,0.00256081946223,0.0,0.072741733131
negative_all.gml,negative,greater severity of autism,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,pain and suffering,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,30 year old car,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,matter of national security,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,immunocompromised children,2,0.00128040973111,4.10124833797e-07,0.000640204865557
negative_all.gml,negative,tune,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,wrong vaccine,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,mandatory doses,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,emergency room visits,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Food and Drug Administration Modernization Act,2,0.00128040973111,0.000132060196483,0.000640204865557
negative_all.gml,negative,severe autism issues,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,Bruesewitz v. Wyeth,2,0.00128040973111,4.10124833797e-07,0.000640204865557
negative_all.gml,negative,claims,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,human rights,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,mumps vaccine,4,0.00256081946223,0.0,0.0
negative_all.gml,negative,corporate-controlled science,1,0.000640204865557,0.0,0.0585076699467
negative_all.gml,negative,hallucinations,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,facts,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,human right,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,dissenters,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,syncope,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,genetic screening,3,0.00192061459667,0.000132060196483,0.000640204865557
negative_all.gml,negative,obedient,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,skin reactions,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,poisoning children,2,0.00128040973111,0.0,0.056343270975
negative_all.gml,negative,humanity,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,actual rates,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccines spread disease,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,war propaganda,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,vaccine apologists,4,0.00256081946223,0.0,0.0634237954877
negative_all.gml,negative,lymphoma,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,precautionary measure,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,denying responsibility,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,human DNA,2,0.00128040973111,0.000132060196483,0.000640204865557
negative_all.gml,negative,William Thompson,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,thimerosal-induced cellular damage,5,0.00320102432778,0.00052824078593,0.00256081946223
negative_all.gml,negative,government partnership with big Pharma,4,0.00256081946223,0.0,0.00266752027315
negative_all.gml,negative,infant boys,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,preventable disease,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,right,2,0.00128040973111,0.0,0.0482820859444
negative_all.gml,negative,people,18,0.01152368758,0.0,0.063663003868
negative_all.gml,negative,elderly,3,0.00192061459667,0.00136021318836,0.0646359653461
negative_all.gml,negative,harassment,7,0.0044814340589,0.000130419697147,0.0773482118029
negative_all.gml,negative,neomycin,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,number of shots,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,quality of life,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,total quack science delusion,3,0.00192061459667,0.0,0.0
negative_all.gml,negative,everything,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,staged domestic terrorism events,2,0.00128040973111,4.10124833797e-07,0.000640204865557
negative_all.gml,negative,polio vaccine,8,0.00512163892446,0.000135751319987,0.00128040973111
negative_all.gml,negative,infectious disease,2,0.00128040973111,0.00230534179914,0.0681576827755
negative_all.gml,negative,African American males,2,0.00128040973111,0.0,0.0596792936871
negative_all.gml,negative,death from car accident,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,marketing,2,0.00128040973111,2.05062416898e-07,0.000640204865557
negative_all.gml,negative,health care workers,1,0.000640204865557,0.0,0.0544280370592
negative_all.gml,negative,blatant violations of the Hippocratic Oath,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine harm,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,post,3,0.00192061459667,0.0,0.0655028182985
negative_all.gml,negative,Global Post,3,0.00192061459667,0.0,0.0636948929611
negative_all.gml,negative,citizens,4,0.00256081946223,0.0,0.00560611828217
negative_all.gml,negative,real risks,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,trustworthy,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,genocide,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,revelation,2,0.00128040973111,2.87087383658e-06,0.00142591083692
negative_all.gml,negative,mantra of pharma-controlled press,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,science of genetics,1,0.000640204865557,0.0,0.000853606487409
